家庭是否愿意讨论,调剂是否可接受,需要排除的组内专业,待补充问题,核验备注,院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组号OCR,城市候选,公办民办机器线索,家庭底线属性动作,机器家庭匹配初判,调剂初判,偏好专业数,数字媒体技术专业数,计算机类相关专业数,师范类相关专业数,医学护理排除专业数,高收费或超预算专业数,特殊限制待核专业数,专业明细行数,机器筛选价值层级,是否进入机器初筛观察池,保真核验层级,历史线索分层,同代码命中年份最大值,历史最高等位分差,历史最低等位分差,来源页码,版面列,组内完整专业清单索引,机器核验下一步,人工核验下一步,不得进入原因,下一步,专业组出现ID,稳定基座专业组筛选ID
,,,,,F482,辽宁师范大学,F48203,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,3,0,0,3,0,0,0,3,V1-偏好专业优先线索,true,R1-P0整组先核,H5-历史最高线高于等位分30分以上,2,43,35,116,left,1.03 化学（师范类；师范；办学地点：黄河路[M-c82e810d58b952c9]；2.04 过算机科学与技术（师范类；师范；办学地点：西山湖校区）[M-f74067a7afc3e0cb]；3.05 数学与应用数学（师范类；师范；办学地点：西山湖校区）F484 渤海大学（公办）（辽宁）[M-33fea466fad38137],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-5e4a035ecebf2bcd,STABLEGROUP-2fad84ce293285d3
,,,,,F600,长春大学,F60011,11,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,3,0,3,0,0,0,1,3,V1-偏好专业优先线索,true,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,2,36,9,122,right,1.16 计算机科学与技术（体检要求见我校招生章程：办学地点：卫星校区）[M-c3f2420ddfcd2bf8]；2.17 网络工程（办学地点：卫星校区）[M-3b9de06602e38b82]；3.18 软件工程（办学地点：卫星校区）[M-59f628918c4b8775],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,G-de90dbd2f14079b9,STABLEGROUP-fa9c7107ba72d1f7
,,,,,F894,金陵科技学院,F89404,04,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,3,0,3,0,0,0,0,8,V1-偏好专业优先线索,true,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,3,54,11,134,right,1.06 车辆工程（办学地点：江宁校区）[M-0a83e2ff231e6ee2]；2.07 土木工程（办学地点：江宁校区）[M-361f68f5f844d159]；3.08 智能科学与技术（办学地点：江宁校[M-e8ff9fbe9c3a0bab]；4.09 电子科学与技术（办学地点：江宁校[M-f7aa5446d0e8c6f9]；5.10 光电信息科学与工程（办学地点：江宁校区）[M-4ecb7024184cf525]；6.11 网络工程（办学地点：江宁校区）[M-266decf6275f44fb]；7.12 信息安全（办学地点：江宁校区）[M-e483e61515b65f88]；8.13 复合材料与工程（办学地点：江宁校[M-aa27a95fe976d333],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,G-469be227d55ed448,STABLEGROUP-96ac704a9d0685a1
,,,,,F902,江苏理工学院,F90202,02,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,3,1,2,0,0,0,0,15,V1-偏好专业优先线索,true,R1-P0整组先核,H5-历史最高线高于等位分30分以上,2,51,32,135,left,1.03 机械电子工程[M-dc3b57515c994b61]；2.04 过程装备与控制工程[M-4b0ca5231b5e0dda]；3.05 通信工程[M-af973281700f5eb7]；4.06 电气工程及其自动化[M-78343e2534bdcb7c]；5.07 自动化[M-e169ec05a319416b]；6.08 软件工程[M-7af5985c525e29ba]；7.09 数据科学与大数据技术[M-e61c577465bca697]；8.10 数字媒体技术[M-bf093921a5df7b57]；9.11 储能科学与工程[M-cf6e2346e326fb75]；10.12 功能材料[M-4c1c9015c9d9aef3]；11.GA 。[M-2a039956ee3b5d43]；12.KA 。院校代号[M-2d83c1ada1a7794e]；13.13 资源循环科学与工程[M-17f719aa9334991c]；14.14 浓车服务工程[M-9e27f51eb2cc6645]；15.15 车辆工程F903 江苏海洋大学（公办）（江苏）[M-333b9b0165c63dc9],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-158e8a85ddd262f3,STABLEGROUP-c4556e0e5a573e7d
,,,,,H223,福建师范大学,H22303,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,3,0,3,1,0,0,2,7,V1-偏好专业优先线索,true,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,3,97,61,148,left,1.06 网络空间安全（含国家网络安全人才与创新（福州）基地实验班：办学地点：旗山校区）[M-4340a2dc9c484ddf]；2.07 计算机科学与技术（办学地点：旗山校[M-d3b18536f956565a]；3.08 软件工程（办学地点：旗山校区）[M-72e9489671cddca2]；4.09 环境工程（不招色盲、色弱考生：办学地点：旗山校区）[M-b4cda7066ba2e2ac]；5.10 高分子材料与工程（不招色盲、色弱考生：办学地点：旗山校区）[M-5ab96b9ee8164a42]；6.1 惠子信息类（电子億息工程、通信工程；办学地点：旗山校区）[M-a8706107af9c8b77]；7.12 数学与应用数学（师范类；包含”数学与应用数学+人工智能“双学士学位复合型人才培养项目；办学地点：旗山校[M-2bcafec4e91b0d63],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,G-f575c29658b20775,STABLEGROUP-6752ac09b5265462
,,,,,H322,赣南师范大学,H32206,06,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,3,0,1,2,0,0,1,5,V1-偏好专业优先线索,true,R1-P0整组先核,H5-历史最高线高于等位分30分以上,2,36,29,158,right,1.16 计算机科学与技术（不招单色识别不全考生. 办学地点：第一、二学年在南康校区，第三、四学年在蓉江校区）[M-3562488cf79b6f46]；2.17 数据计算及应用（办学地点：第一、学年在南康校区，第三、四学年在蓉江[M-d7ee80bfcc1da543]；3.18 数学与应用数学（非师范；办学地点二学年在南康校区，第三、四学年在蓉江校区）[M-6f716dcd0ae37452]；4.19 数学与应用数学（师范类：办学地点；三学年在南康校区，第三、四学年在蓉江校区）[M-7f5bb5816bfb06ce]；5.20 应用统计学（办学地点：第一茬南康校区，第兰、四孚年在蓉茳枚[M-86ab8429fb39b03d],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-7016ddd13dc3025c,STABLEGROUP-0a818af27abd5a0a
,,,,,H327,江西科技师范大学,H32703,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,3,0,1,3,0,0,1,7,V1-偏好专业优先线索,true,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,1,39,39,159,right,1.08 网络与新媒体（办学地点：红角洲校[M-7460ef02a5bac00a]；2.09 参计学（不招不能准确识别颜色者；办学地点：红角洲校区[M-1189565a1459c6ff]；3.10 数字经济（不招色盲且不招单色识别不全者：办学地点：红角洲校区）[M-c5e46e2e902a252e]；4.11 法学（视觉异常、体态是常者不宜填报：办学地点：红角洲校区）[M-580a2156e62ebbd4]；5.12 电子面务（职教师范：办学地点：红角洲校区）[M-0bbc150853edbdc0]；6.13 教育技术学（师范类；体态异常者不宜填报：办学地点：红角洲校区）[M-62c0d2f9a5411e16]；7.14 人工智能教育（师范类：体态异常者不宜填报：办学地点：红角洲校区）[M-3aa3933fe0d96ade],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,G-fcd2afb83c5e1190,STABLEGROUP-23eda04f3bd10ff8
,,,,,H429,山东师范大学,H42909,09,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,3,0,1,2,0,0,0,10,V1-偏好专业优先线索,true,R1-P0整组先核,H5-历史最高线高于等位分30分以上,2,97,64,167,left,1.20 数学与应用数学（师范类）[M-b9689d702bbbca05]；2.21 物理学（师范炎）[M-cbaa645cd4ce7826]；3.22 光电信息科学与工程[M-9377da9983c4a451]；4.23 化学工程与工艺（新能源化学与工程方向）[M-255291e3360268ec]；5.24 生物科学炎（生物科学、生物技术）[M-db8813b73b647876]；6.25 网络空间安全[M-f2fa04330087a494]；7.26 人工智能[M-291135b5259d8695]；8.27 通信工程[M-4ee90146218802e9]；9.28 电子信息工程[M-2072dfed1ab1e509]；10.29 集成电路设计与集成系统[M-d7d078a802654969],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-b8c15cc35a475685,STABLEGROUP-41f109fd0c29b6f4
,,,,,H544,郑州轻工业大学,H54402,02,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,3,0,3,0,0,0,0,32,V1-偏好专业优先线索,true,R1-P0整组先核,H5-历史最高线高于等位分30分以上,3,54,33,172,right,1.06 电气工程及其自动化（办学地点：东风[M-9c1c676fe53a8d05]；2.07 自动化（办学地点：东风校区）[M-2984babd719273c4]；3.08 机器人工程（办学地点：东风校区）[M-475bf64bff082506]；4.09 机械设计制造及其自动化（办学地点：东风校区）[M-e3dee0dc34cef776]；5.10 智能车辆工程（办学地点：东风校区）[M-0c6f021b5fef5a7c]；6.11 智能制造工程（办学地点：东风校区）[M-4c40a4b17aecb916]；7.12 微机电系统工程（办学地点：东风校[M-2f381aedf590ef29]；8.13 食品科学与工程（办学地点：科学校[M-dd85afd854c4cd30]；9.14 生物技术（办学地点：科学校区）[M-26485433fa557abc]；10.15 食品科学与工程（烟草科学与工程；办学地点：科学校区）[M-1e8e4edbf4ca047d]；11.16 烟草（办学地点：科学校区）[M-575786930143c018]；12.17 高分子材料与工程（办学地点：科学校[M-c2c8537d9b685fd5]；13.18 化学工程与工艺（办学地点：科学校[M-6913a0ecef4393f8]；14.19 化学（办学地点：科学校区）[M-e91afb632b478cef]；15.20 计算机科学与技术（办学地点：科学校[M-4713f0afdd8aa064]；16.21 数据科学与大数据技术（办学地点：科学校区）[M-6c0add01af29748c]；17.22 智能交互设计（办学地点：东风校区）[M-f41c438f79bc14ed]；18.23 億息与计算科学（办学地点：东风校[M-c96523c4c5bbb47c]；19.24 数学与应用数学（办学地点：东风校[M-1ec2561adc104f87]；20.25 数据科学（办学地点：东风校区）[M-56bd473c78d41c4d]；21.26 电子科学与技术（办学地点：科学校[M-5012fe1195807f4f]；22.27 微电子科学与工程（办学地点：科学校[M-d41e5fdfe1527419]；23.28 量子信息科学（办学地点：科学校区）[M-579887b778a675a7]；24.29 电子信息工程（办学地点：科学校区）[M-0c8131c063213afb]；25.30 集成电路科学与工程（办学地点：科学校区）[M-c4cafad51c5b0e55]；26.31 能源与动力工程（办学地点：科学校[M-3798369f9cbaf8ba]；27.32 过程装备与控制工程（办学地点：科学校区）[M-b79acdecf70e6095]；28.33 储能科学与工程（办学地点：科学校[M-cb3606b6f14ce635]；29.34 建筑环境与能源应用工程（办学地点：科学校区）[M-d122cd7e0521b713]；30.35 安全工程（办学地点：科学校区）[M-a8a4ab988ad3d700]；31.36 新能源材料与器件（办学地点：科学校[M-985b99b72f458806]；32.37 新能源科学与工程（办学地点：科学校[M-c183c4e032655186],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-1654c789cbed0f61,STABLEGROUP-09f7dce94df15205
,,,,,H893,桂林理工大学,H89302,02,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,3,0,3,0,0,0,0,18,V1-偏好专业优先线索,true,R1-P0整组先核,H5-历史最高线高于等位分30分以上,3,67,25,195,right,1.03 勘查技术与工程（办学地点：桂林雁山AZG校院专业组及妻业代号校区）[M-acb74cd91ab748b4]；2.04 盗源勘查工程（办学地点：桂林雁山校[M-4b66d8019d983a7d]；3.05 地球信息科学与技术（办学地点：桂林雁山校区）[M-1ff065d02691e915]；4.06 地下水科学与工程（办学地点：桂林雁山校区）[M-d0ccda7c47f883f4]；5.07 金属材料工程（办学地点：桂林雁山校[M-f3cf653b4c33b13e]；6.08 宝石及材料工艺学（办学地点：桂林雁山校区）[M-d35136c06a5ddcd2]；7.09 新能源材料与器件（办学地点：桂林雁山校区）[M-3c819e40db4cef0a]；8.10 应用化学（办学地点：桂林雁山校区）二智能建造（办学地点：桂林雁山校区）[M-b19ded4e0b51c25b]；9.12 测绘工程（办学地点：桂林雁山校区）[M-080be3f2444eef9a]；10.13 遥感科学与技术（办学地点：桂林雁山校区）[M-455df63d8bbc3f1a]；11.14 计算机科学与技术（办学地点：桂林雁山校区）[M-d18a8f46fa314093]；12.15 物联网工程（办学地点：桂林雁山校[M-9b9b7814d0e52c1c]；13.16 软件工程（办学地点：桂林雁山校区）[M-99c2ea76f6369f8d]；14.17 机械设计制造及其自动化（办学地点：桂林雁山校区）[M-ab054858d709e640]；15.18 机械电子工程（办学地点：桂林雁山校区）[M-f754e99e91ff6642]；16.19 电子信息工程（办学地点：桂林雁山校区）[M-b29086ec6141d78e]；17.20 应用统计学（办学地点：桂林雁山校[M-25de97a869985e84]；18.21 信息与计算科学（办学地点：桂林雁山校区）[M-6881ab52a1323be6],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-998f229fc0b10abd,STABLEGROUP-16b2b6c136544249
