扩展预算场景专业ID,专业组出现ID,场景判断,费用判断,中外合作或高收费线索,是否医学相关待确认,下一步核验动作,是否可作为定稿依据,院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组内专业序号,专业代号OCR,专业名称及备注短摘,专业偏好方向,城市候选,公办民办机器线索,家庭底线属性动作,机器专业接受度初判,专业风险类型,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,人工核验优先级,人工核验强度,历史线索分层,历史最高等位分差,历史最低等位分差,来源页码,版面列,专业行ID
COOPMAJOR-958d4a5c55b092aa,G-68789e252ba7cf78,预算内中外合作/高收费可讨论,预算内,学费候选 35000 元，不超过 70000 元；需核培养模式和证书,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,F829,上海杉达学院,F82902,4,06,电气工程与智能控制（办学地点：金海校区）P830 上海立达学院（民办）（上海）,,,民办-教育部备注民办,默认不进主方案-民办线索,默认不能接受-高收费或超预算,,,,35000,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H3-历史最高线高于等位分15分内,4,4,130,right,M-640fd3ade5b4949f
COOPMAJOR-b9ae8a3334941e7b,G-5f70d11b2f30517f,预算内中外合作/高收费可讨论,预算内,学费候选 59800 元，不超过 70000 元；需核培养模式和证书,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,F830,上海立达学院,F83002,1,02,智能制造工程技术（可选国际实验班培养方向，享四年国际化人才培养方F831 上海建桥学院（民办）（上海）,,,民办-教育部备注民办,默认不进主方案-民办线索,默认不能接受-高收费或超预算,,,,59800,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H0-无同代码历史线索,,,130,right,M-9a74f564e430a921
COOPMAJOR-521cd5e7b5a6ba13,G-6f274d8b40574923,预算内中外合作/高收费可讨论,预算内,学费候选 42000 元，不超过 70000 元；需核培养模式和证书,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,F831,上海建桥学院,F83102,1,08,数字经济,,,民办-教育部备注民办,默认不进主方案-民办线索,默认不能接受-高收费或超预算,,,,42000,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,H1-历史最高线低于等位分20分以上,-31,-57,130,right,M-98acf6a8a2924219
COOPMAJOR-2f91de59545ec39e,G-6f274d8b40574923,预算内中外合作/高收费可讨论,预算内,学费候选 42000 元，不超过 70000 元；需核培养模式和证书,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,F831,上海建桥学院,F83102,2,09,金融工程,,,民办-教育部备注民办,默认不进主方案-民办线索,默认不能接受-高收费或超预算,,化学,,42000,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,H1-历史最高线低于等位分20分以上,-31,-57,130,right,M-e1b5fc0c70446d8e
COOPMAJOR-4a4724131a7009e8,G-f8638bc254ef69ef,预算内中外合作/高收费可讨论,预算内,学费候选 42000 元，不超过 70000 元；需核培养模式和证书,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,F831,上海建桥学院,F83103,1,10,机械设计制造及其自动化,,,民办-教育部备注民办,默认不进主方案-民办线索,默认不能接受-高收费或超预算,,,,42000,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,H1-历史最高线低于等位分20分以上,-32,-65,130,right,M-e09de385b79c3e97
COOPMAJOR-f8c5ac5ad5c67bd8,G-f8638bc254ef69ef,预算内中外合作/高收费可讨论,预算内,学费候选 42000 元，不超过 70000 元；需核培养模式和证书,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,F831,上海建桥学院,F83103,2,11,电子科学与技术,,,民办-教育部备注民办,默认不进主方案-民办线索,默认不能接受-高收费或超预算,,,,42000,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,H1-历史最高线低于等位分20分以上,-32,-65,130,right,M-b9d945531bd653b3
COOPMAJOR-5f8e481a971b547d,G-f8638bc254ef69ef,预算内中外合作/高收费可讨论,预算内,学费候选 42000 元，不超过 70000 元；需核培养模式和证书,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,F831,上海建桥学院,F83103,3,12,微电子科学与工程,,,民办-教育部备注民办,默认不进主方案-民办线索,默认不能接受-高收费或超预算,,,,42000,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,H1-历史最高线低于等位分20分以上,-32,-65,130,right,M-a827121bf8d6d251
COOPMAJOR-ff52b4152ef0b1ec,G-c85b2ec089082fc5,预算内中外合作/高收费可讨论,预算内,学费候选 38000 元，不超过 70000 元；需核培养模式和证书,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,F831,上海建桥学院,F83104,5,13,日语（外语语种：不限；办学地点：崇明校区）,,,民办-教育部备注民办,默认不进主方案-民办线索,默认不能接受-高收费或超预算,语种或单科限制,,,38000,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,H1-历史最高线低于等位分20分以上,-40,-40,130,right,M-b86fe5f56c0993b7
COOPMAJOR-40f5b82ce28373e7,G-c85b2ec089082fc5,预算内中外合作/高收费可讨论,预算内,学费候选 38000 元，不超过 70000 元；需核培养模式和证书,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,F831,上海建桥学院,F83104,7,15,国际经济与贸易（办学地点：崇明校,,,民办-教育部备注民办,默认不进主方案-民办线索,默认不能接受-高收费或超预算,,,,38000,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,H1-历史最高线低于等位分20分以上,-40,-40,130,right,M-657be69b0d0a9d15
COOPMAJOR-fb8392a53c028274,G-c85b2ec089082fc5,预算内中外合作/高收费可讨论,预算内,学费候选 56000 元，不超过 70000 元；需核培养模式和证书,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,F831,上海建桥学院,F83104,8,16,会计学（双语班；办学地点：崇明校区）,,,民办-教育部备注民办,默认不进主方案-民办线索,默认不能接受-高收费或超预算,,,,56000,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,H1-历史最高线低于等位分20分以上,-40,-40,130,right,M-c545307da5789d02
COOPMAJOR-b8aed7f5c4a2627f,G-c85b2ec089082fc5,预算内中外合作/高收费可讨论,预算内,学费候选 38000 元，不超过 70000 元；需核培养模式和证书,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,F831,上海建桥学院,F83104,9,17,金融学（办学地点：崇明校区）,,,民办-教育部备注民办,默认不进主方案-民办线索,默认不能接受-高收费或超预算,,,,38000,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,H1-历史最高线低于等位分20分以上,-40,-40,130,right,M-d6aac55d7ce70b8d
COOPMAJOR-476f318c243c861b,G-c85b2ec089082fc5,预算内中外合作/高收费可讨论,预算内,学费候选 56000 元，不超过 70000 元；需核培养模式和证书,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,F831,上海建桥学院,F83104,10,18,金融科技（办学地点：崇明校区）,,,民办-教育部备注民办,默认不进主方案-民办线索,默认不能接受-高收费或超预算,,,,56000,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H1-历史最高线低于等位分20分以上,-40,-40,130,right,M-9294964336101ccf
COOPMAJOR-6ff8ee5ccc74853e,G-c85b2ec089082fc5,预算内中外合作/高收费可讨论,预算内,学费候选 56000 元，不超过 70000 元；需核培养模式和证书,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,F831,上海建桥学院,F83104,11,19,法学（双语班：办学地点： 明校区）,,,民办-教育部备注民办,默认不进主方案-民办线索,默认不能接受-高收费或超预算,,,,56000,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H1-历史最高线低于等位分20分以上,-40,-40,130,right,M-b509d8c40b957b7e
COOPMAJOR-af922361c4948b2d,G-c85b2ec089082fc5,预算内中外合作/高收费可讨论,预算内,学费候选 38000 元，不超过 70000 元；需核培养模式和证书,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,F831,上海建桥学院,F83104,12,20,工商管理（办学地点：崇明校区）,,,民办-教育部备注民办,默认不进主方案-民办线索,默认不能接受-高收费或超预算,,,,38000,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,H1-历史最高线低于等位分20分以上,-40,-40,130,right,M-fbbaf41011af9296
COOPMAJOR-3c65274ff2c6f9f7,G-c85b2ec089082fc5,预算内中外合作/高收费可讨论,预算内,学费候选 45000 元，不超过 70000 元；需核培养模式和证书,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,F831,上海建桥学院,F83104,13,21,国际经贸规则（办学地点：崇明校区）,,,民办-教育部备注民办,默认不进主方案-民办线索,默认不能接受-高收费或超预算,,,,45000,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,H1-历史最高线低于等位分20分以上,-40,-40,130,right,M-fd0b20cb9f18ec3d
COOPMAJOR-cae25b9e70b9ff17,G-dbb2e78f6c780062,预算内中外合作/高收费可讨论,预算内,学费候选 33800 元，不超过 70000 元；需核培养模式和证书,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,F843,广州理工学院,F84302,2,07,电子信息工程（办学地点：第一学年惠州博罗校区，第二至四学年广州白云校区）,,,民办-教育部备注民办,默认不进主方案-民办线索,默认不能接受-高收费或超预算,,,,33800,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,H0-无同代码历史线索,,,192,right,M-97b652b5f0a44ead
COOPMAJOR-71b902e7d447d184,G-dbb2e78f6c780062,预算内中外合作/高收费可讨论,预算内,学费候选 33800 元，不超过 70000 元；需核培养模式和证书,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,F843,广州理工学院,F84302,4,09,无人驾驶航空器系统工程（办学地点第二学年惠州博罗校区，第二至四学年广州白云校区）,,,民办-教育部备注民办,默认不进主方案-民办线索,默认不能接受-高收费或超预算,,,,33800,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,H0-无同代码历史线索,,,192,right,M-12351c8efde263c4
COOPMAJOR-da2e69887f3047bd,G-1df0d68ffafbf23e,预算内中外合作/高收费可讨论,预算内,学费候选 66000 元，不超过 70000 元；需核培养模式和证书,true,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,F868,苏州大学,F86810,1,30,物制药（中外合作办学）（不招色弱、色盲、单色识别不全者）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-医学护理等排除方向,体检或色觉限制；中外合作或高收费；医学/护理等排除方向,化学,2,66000,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,H5-历史最高线高于等位分30分以上,121,80,131,left,M-c8be9a3c56963913
COOPMAJOR-e460f455e3b48584,G-1df0d68ffafbf23e,预算内中外合作/高收费可讨论,预算内,学费候选 66000 元，不超过 70000 元；需核培养模式和证书,true,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,F868,苏州大学,F86810,2,31,药学（中外合作办学）（不招色弱、色盲、单色识别不全者）F869 江苏科技大学（公办）（江苏）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-医学护理等排除方向,体检或色觉限制；中外合作或高收费；医学/护理等排除方向,,2,66000,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H5-历史最高线高于等位分30分以上,121,80,131,left,M-e5d4b8b62ce23d63
COOPMAJOR-28e24f6cdd79fa27,G-22af8c0aa07cf284,预算内中外合作/高收费可讨论,预算内,学费候选 26400 元，不超过 70000 元；需核培养模式和证书,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,F870,南京工业大学,F87005,1,26,机械工程（中外合作办学）（办学地点：江浦校区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,中外合作或高收费,化学,1,26400,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,H5-历史最高线高于等位分30分以上,113,62,131,right,M-f1b2b41132ba482d
