抽样批次,抽样理由,原页核验结果,湖北官方核验结果,高校辅证核验结果,是否需要升级同组核验,核验备注,院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组内专业序号,专业代号OCR,专业名称及备注短摘,专业偏好方向,城市候选,公办民办机器线索,家庭底线属性动作,机器专业接受度初判,专业风险类型,是否超预算机器初判,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,字段缺口数,字段缺口字段,人工核验优先级,人工核验强度,是否必须100%人工核验,是否可低风险抽检,是否可作为机器初筛线索,PDF原页核验状态,湖北官方系统核验状态,高校官网来源状态,高校官网证据匹配状态,历史线索分层,同代码命中年份数,历史最高等位分差,历史最低等位分差,来源页码,版面列,专业行ID,专业组出现ID,机器核验下一步,人工核验下一步,不得进入原因,下一步
S121,P1字段缺口和高校辅证抽样,,,,,,K753,喀什大学,K75304,4,10,建筑学（办学地点：东城校区；学制：五,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,has_partial_source_needs_followup,,H2-历史最高线不高于等位分,2,-1,-20,235,left,M-7b68401de9fc06e0,G-fe6f27014ef1a200,先自动复跑/结构化高校官网来源，再人工确认冲突字段。,按全19批页列Overlay补三字段候选，补齐后再做PDF原页、湖北官方、高校辅证三方一致性判断。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,先自动复跑/结构化高校官网来源，再人工确认冲突字段。
S122,P1字段缺口和高校辅证抽样,,,,,,K758,昌吉学院,K75802,1,02,智慧农业（办学地点：世纪大道新城校,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H1-历史最高线低于等位分20分以上,1,-21,-21,236,left,M-23a06e05f9e83124,G-90ae18934e058922,回到原PDF页重读缺口字段，补出候选后再进入筛选视图。,按全19批页列Overlay补三字段候选，补齐后再做PDF原页、湖北官方、高校辅证三方一致性判断。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,回到原PDF页重读缺口字段，补出候选后再进入筛选视图。
S123,P1字段缺口和高校辅证抽样,,,,,,F292,山西大学,F29203,2,15,经济学（办学地点：东山校区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,,5,5175,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,1,68,68,105,right,M-d51d48e9d0b46918,G-1084947a2a6534cb,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,按全19批页列Overlay补三字段候选，补齐后再做PDF原页、湖北官方、高校辅证三方一致性判断。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
S124,P1字段缺口和高校辅证抽样,,,,,,C220,三峡大学科技学院,C22003,9,34,生物工程（办学地点：新校区）,,,民办-教育部备注民办,默认不进主方案-民办线索,待了解-未命中当前偏好方向,,false,,35,15000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H1-历史最高线低于等位分20分以上,3,-21,-32,88,left,M-df983452516ffc34,G-4492289371edafd7,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。,按全19批页列Overlay补三字段候选，补齐后再做PDF原页、湖北官方、高校辅证三方一致性判断。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。
S125,P1字段缺口和高校辅证抽样,,,,,,A139,中国石油大学（华东）,A13903,7,09,石油工程（入学后可选拔进入石油工程类（未来）特色班）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,,,6600,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,3,112,97,38,left,M-a069b4d9c882a9bf,G-cd42504cb607d48e,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,按全19批页列Overlay补三字段候选，补齐后再做PDF原页、湖北官方、高校辅证三方一致性判断。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
S126,高校官网辅证命中或差异抽样,,,,,,F312,山西传媒学院,F31203,1,07,新媒体技术,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,「化学,3,5280,0,,P3-低风险抽检但非最终,H4-低风险抽检,false,true,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H2-历史最高线不高于等位分,1,-11,-11,110,left,M-eb40ee7f84a2e6b8,G-3855fb6ba51f3a90,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
S127,高校官网辅证命中或差异抽样,,,,,,H799,南方医科大学,H79905,4,26,智能医学工程（不招色盲色弱；办学地点：顺德校区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-医学护理等排除方向,体检或色觉限制；医学/护理等排除方向,false,,1,6850,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H0-无同代码历史线索,0,,,191,right,M-f25fe4ef7f110559,G-ad3c02f1b923dc66,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。,按全19批页列Overlay补三字段候选，补齐后再做PDF原页、湖北官方、高校辅证三方一致性判断。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。
S128,高校官网辅证命中或差异抽样,,,,,,K779,新疆理工学院,K77903,28,40,材料化学,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H2-历史最高线不高于等位分,2,-15,-27,236,right,M-b2ae93cc47b2abf7,G-11987cdfba1d7cb7,回到原PDF页重读缺口字段，补出候选后再进入筛选视图。,按全19批页列Overlay补三字段候选，补齐后再做PDF原页、湖北官方、高校辅证三方一致性判断。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,回到原PDF页重读缺口字段，补出候选后再进入筛选视图。
S129,高校官网辅证命中或差异抽样,,,,,,F472,沈阳建筑大学,F47203,3,07,建筑环境与能源应用工程,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,,,5200,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,3,53,37,114,right,M-68f16a0201c3f917,G-64fcbf8f2cdd837c,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,按全19批页列Overlay补三字段候选，补齐后再做PDF原页、湖北官方、高校辅证三方一致性判断。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
S130,高校官网辅证命中或差异抽样,,,,,,C103,湖北大学,C10323,6,A5,合成生物学（未来产业创新实验班：第一学年在武昌校区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,,56,5850,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,2,79,28,66,right,M-3fc14cc1afe4f64e,G-55cf946e297d4db2,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,按全19批页列Overlay补三字段候选，补齐后再做PDF原页、湖北官方、高校辅证三方一致性判断。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
S131,高校官网辅证命中或差异抽样,,,,,,A131,厦门大学,A13106,2,21,物理学类（含物理学、天文学：物理学、天文学；分流时本专业类内专业任选：入校后可选拔进入萨本栋物理学国家级拔尖学生培养基地、天文学拔尖学生培养基地：办学地点：思明校区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,,3,5460,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,2,160,139,35,right,M-76acbf37542d21b9,G-b7fe2118ce05a399,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,按全19批页列Overlay补三字段候选，补齐后再做PDF原页、湖北官方、高校辅证三方一致性判断。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
S132,高校官网辅证命中或差异抽样,,,,,,F586,长春中医药大学,F58601,1,01,中医学（不招色盲色弱；办学地点：净校亚组及表业代号月校区：学制：五年）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-医学护理等排除方向,体检或色觉限制；医学/护理等排除方向,false,不限,2,6160,0,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,2,35,10,120,right,M-15539c7df1a87447,G-ab37c27397822f51,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。,按全19批页列Overlay补三字段候选，补齐后再做PDF原页、湖北官方、高校辅证三方一致性判断。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。
S133,高校官网辅证命中或差异抽样,,,,,,A081,东北师范大学,A08112,1,22,法学（办学地点：净月大街校区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,不限,,6070,1,专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,3,117,86,24,left,M-16a12ca96de91eac,G-1347ed0ea648ed7f,回到原PDF页重读缺口字段，补出候选后再进入筛选视图。,按全19批页列Overlay补三字段候选，补齐后再做PDF原页、湖北官方、高校辅证三方一致性判断。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,回到原PDF页重读缺口字段，补出候选后再进入筛选视图。
