招生明细主表行ID,主表粒度,是否真实招生明细,是否0明细占位,来源页码,复核批次,入口类型,院校代码,院校名称OCR,2026院校专业组代码,专业组内专业序号,专业代号OCR,专业名称及备注OCR,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,专业偏好方向,专业风险类型,机器专业接受度初判,调剂影响初判,官网来源状态,官网证据匹配状态,官网证据覆盖结论,最佳官网来源文件,最佳官网专业名称,最佳官网计划数,最佳官网专业组,最佳官网专业代号,最佳官网学费,最佳官网选科,专业名称匹配方式,专业名称匹配分,计划数核验状态,保真处理状态,保真说明,仍需核验,可进入最终专业列表,可进入下一阶段
ADM-8e000c972dd89119,逐专业招生明细,true,false,209,B1-数字媒体技术优先核页,家庭筛选扩展,K153,成都信息工程大学,K15306,14,26,数字媒体技术（办学地点：航空港校,,2,6240,数字媒体技术,,优先了解-命中当前偏好方向,主动填报优先专业候选,has_partial_source_needs_followup,matched,官网已覆盖专业名称和计划数，仍需核专业组边界、PDF原页和湖北官方系统,data/external/issue19-b0-b1-official-sources/cuit-2026-undergraduate-plan.html,数字媒体技术,2,,,6240,物理+化学,contains_after_normalization,85,match,官网专业名和计划数一致-仍待湖北官方系统和PDF原页复核,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业组边界；调剂范围；家庭接受度,false,false
ADM-03d3a1262613e682,逐专业招生明细,true,false,209,B1-数字媒体技术优先核页,家庭筛选扩展,K153,成都信息工程大学,K15306,15,27,智能科学与技术（办学地点：航空港校,,2,6240,计算机类相关,,优先了解-命中当前偏好方向,主动填报优先专业候选,has_partial_source_needs_followup,matched,官网已覆盖专业名称和计划数，仍需核专业组边界、PDF原页和湖北官方系统,data/external/issue19-b0-b1-official-sources/cuit-2026-undergraduate-plan.html,智能科学与技术,2,,,6240,物理+化学,contains_after_normalization,85,match,官网专业名和计划数一致-仍待湖北官方系统和PDF原页复核,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业组边界；调剂范围；家庭接受度,false,false
ADM-001f84a01b0cab3b,逐专业招生明细,true,false,209,B1-数字媒体技术优先核页,家庭筛选扩展,K153,成都信息工程大学,K15306,16,28,软件工程（办学地点：航空港校区）,,2,6240,计算机类相关,,优先了解-命中当前偏好方向,主动填报优先专业候选,has_partial_source_needs_followup,matched,官网已覆盖专业名称和计划数，仍需核专业组边界、PDF原页和湖北官方系统,data/external/issue19-b0-b1-official-sources/cuit-2026-undergraduate-plan.html,软件工程,2,,,6240,物理+化学,exact_after_normalization,100,match,官网专业名和计划数一致-仍待湖北官方系统和PDF原页复核,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业组边界；调剂范围；家庭接受度,false,false
ADM-4786cb1271ee88f9,逐专业招生明细,true,false,209,B1-数字媒体技术优先核页,家庭筛选扩展,K153,成都信息工程大学,K15306,17,29,信息安全（办学地点：航空港校区）,,2,6240,计算机类相关,,优先了解-命中当前偏好方向,主动填报优先专业候选,has_partial_source_needs_followup,matched,官网已覆盖专业名称，计划数字段仍需人工复核,data/external/issue19-b0-b1-official-sources/cuit-2026-undergraduate-plan.html,信息安全,1,,,6240,物理+化学,exact_after_normalization,100,mismatch,官网专业名匹配但计划数冲突-优先核页,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-328d62df0cd3d7ee,逐专业招生明细,true,false,209,B1-数字媒体技术优先核页,家庭筛选扩展,K153,成都信息工程大学,K15306,18,30,婆产与应用数学（办学地点：航空港校,,,6240,,,待了解-未命中当前偏好方向,可作为调剂接受度待家庭判断专业,has_partial_source_needs_followup,unmatched,官网留存证据未匹配到该专业,,,,,,,,unmatched,0,not_covered,官网未匹配-专业名或OCR待核,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-5be136f8fa827166,逐专业招生明细,true,false,209,B1-数字媒体技术优先核页,家庭筛选扩展,K153,成都信息工程大学,K15306,19,31,信息与计算科学（办学地点：航空港校区）,,,6240,,,待了解-未命中当前偏好方向,可作为调剂接受度待家庭判断专业,has_partial_source_needs_followup,matched,官网可补计划数OCR缺口，需回看PDF原页确认OCR漏识,data/external/issue19-b0-b1-official-sources/cuit-2026-undergraduate-plan.html,信息与计算科学,1,,,6240,物理+化学,exact_after_normalization,100,ocr_plan_missing_official_available,官网可补OCR计划数-优先核页,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-cdeb68c343c54d5a,逐专业招生明细,true,false,209,B1-数字媒体技术优先核页,家庭筛选扩展,K153,成都信息工程大学,K15306,20,32,密码科学与技术（办学地点：航空港校区）,,2,6240,计算机类相关,,优先了解-命中当前偏好方向,主动填报优先专业候选,has_partial_source_needs_followup,matched,官网已覆盖专业名称和计划数，仍需核专业组边界、PDF原页和湖北官方系统,data/external/issue19-b0-b1-official-sources/cuit-2026-undergraduate-plan.html,密码科学与技术,2,,,6240,物理+化学,exact_after_normalization,100,match,官网专业名和计划数一致-仍待湖北官方系统和PDF原页复核,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业组边界；调剂范围；家庭接受度,false,false
ADM-bc3a35c1745a4555,逐专业招生明细,true,false,209,B1-数字媒体技术优先核页,家庭筛选扩展,K153,成都信息工程大学,K15306,21,33,人工智能（办学地点：航空港校区）,,2,6240,计算机类相关,,优先了解-命中当前偏好方向,主动填报优先专业候选,has_partial_source_needs_followup,matched,官网已覆盖专业名称和计划数，仍需核专业组边界、PDF原页和湖北官方系统,data/external/issue19-b0-b1-official-sources/cuit-2026-undergraduate-plan.html,人工智能,2,,,6240,物理+化学,exact_after_normalization,100,match,官网专业名和计划数一致-仍待湖北官方系统和PDF原页复核,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业组边界；调剂范围；家庭接受度,false,false
ADM-b98f94de11a73d05,逐专业招生明细,true,false,209,B1-数字媒体技术优先核页,家庭筛选扩展,K153,成都信息工程大学,K15306,22,34,统计学（办学地点：龙泉校区）,「化学,2,6240,,,待了解-未命中当前偏好方向,可作为调剂接受度待家庭判断专业,has_partial_source_needs_followup,matched,官网已覆盖专业名称和计划数，仍需核专业组边界、PDF原页和湖北官方系统,data/external/issue19-b0-b1-official-sources/cuit-2026-undergraduate-plan.html,统计学,2,,,6240,物理+化学,exact_after_normalization,100,match,官网专业名和计划数一致-仍待湖北官方系统和PDF原页复核,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业组边界；调剂范围；家庭接受度,false,false
ADM-eec17723856d7547,逐专业招生明细,true,false,212,B1-数字媒体技术优先核页,同校偏好专业补充组,K179,成都师范学院,K17905,1,05,数字媒体技术院校专业组及专业代号,「化学,2,5200,数字媒体技术,,优先了解-命中当前偏好方向,主动填报优先专业候选,needs_official_plan_source_search,no_school_source,该校尚无可匹配的结构化官网计划证据,,,,,,,,no_retained_official_plan_for_school,0,not_covered,待补高校官网计划源,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-2c449866717f3823,逐专业招生明细,true,false,217,B1-数字媒体技术优先核页,家庭筛选扩展,K345,云南大学,K34509,1,42,光电信息科学与工程（办学地点：呈贡校区）,生,3,5000,,,待了解-未命中当前偏好方向,可作为调剂接受度待家庭判断专业,has_partial_source_needs_followup,no_school_source,该校尚无可匹配的结构化官网计划证据,,,,,,,,no_retained_official_plan_for_school,0,not_covered,有官网线索但未结构化匹配,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-f00e5ef7107eb86b,逐专业招生明细,true,false,217,B1-数字媒体技术优先核页,家庭筛选扩展,K345,云南大学,K34509,2,43,生物育种科学（办学地点：呈贡校区）,,,5000,,,待了解-未命中当前偏好方向,可作为调剂接受度待家庭判断专业,has_partial_source_needs_followup,no_school_source,该校尚无可匹配的结构化官网计划证据,,,,,,,,no_retained_official_plan_for_school,0,not_covered,有官网线索但未结构化匹配,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-6d5d8896b6e48709,逐专业招生明细,true,false,217,B1-数字媒体技术优先核页,家庭筛选扩展,K345,云南大学,K34509,3,44,电子信息工程（办学地点：呈贡校区）,,,5600,,,待了解-未命中当前偏好方向,可作为调剂接受度待家庭判断专业,has_partial_source_needs_followup,no_school_source,该校尚无可匹配的结构化官网计划证据,,,,,,,,no_retained_official_plan_for_school,0,not_covered,有官网线索但未结构化匹配,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
